ReferenceID,CellID,CellType,Variable,Material Used,Location in reference,Measurement Equation,Interpretation,Authors,Title,Journal/Book,Year,PMID/ISBN,pmid_isbn_page,Species,Strain,Sex,Age or Weight
901878,2019,Spiny Lucidum SL,x44,"""The somatic paired recording revealed monosynaptic connections from CA3 GCs [granule cells] onto SLCs [spiny lucidum cells] <% 2019 %> (Fig. 4A1,2) (n=11; eight SLCs were SOM+ of eight tested; four were NPY+ [neuropeptide Y-positive] of four tested), RSBCs [regular-spiking basket cells] <% 2017 %> (Fig. 4B) (n=2; one CCK+ [cholecystokinin-positive] of one tested, zero SOM+ [somatostatin-positive] of two tested), IvyCs [ivy cells] <% 2046 %> (Fig. 4C) (n=2; one NPY+ of one tested, zero SOM+ of two tested), and FSBCs [fast-spiking basket cells] (data not shown; n=3; two PV+ [parvalbumin-positive] of two tested).""","p8300, right top",x39/(x39+x41+x44) = 2/15,Ivy/(slc+mfaorden-sl+ivy+bc) = 2/15,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901880,2046,CA3 Ivy SL,x39,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",(x45+x46)/(x39+x45+x46) = 5/9,MFA/(mfa+ivy+bc) = 5/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901882,2036,Mossy Fiber-Associated SL,x45,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",(x45+x46)/(x39+x45+x46) = 5/9,MFA/(mfa+ivy+bc) = 5/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901884,2036,Mossy Fiber-Associated SR,x46,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",(x45+x46)/(x39+x45+x46) = 5/9,MFA/(mfa+ivy+bc) = 5/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901886,2046,CA3 Ivy SL,x39,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",x39/(x39+x45+x46) = 4/10 = 4/9,Ivy/(mfa+ivy+bc) = 4/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901888,2036,Mossy Fiber-Associated SL,x45,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",x39/(x39+x45+x46) = 4/10 = 4/9,Ivy/(mfa+ivy+bc) = 4/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901890,2036,Mossy Fiber-Associated SR,x46,"""During paired recordings between presynaptic CA3 GABAergic cells and postsynaptic CA3 GCs [granule cells], we found monosynaptic connections to CA3 GCs from the so-called MF-associated [mossy fiber] cells <% 2036 %> (MFAs; n=5; three CCK+ of three tested) (Fig. 7A,B), IvyCs [ivy cells] <% 2046 %>
(n=4; three NPY+ of three tested, zero SOM+ of three tested)
(Fig. 7C,D), and FSBC (n=1, PV+ but SOM negative), and three
unidentified dendrite targeting cells.","p8303, left top",x39/(x39+x45+x46) = 4/10 = 4/9,Ivy/(mfa+ivy+bc) = 4/9,Szabadics 2010,,,,20554881,0,rats,Wistar,male and female,adolescent; P22-P37
901892,2043,CA3 Basket SP,x30,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901894,2044,CA3 Basket CCK+ SP,x31,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901896,2046,CA3 Ivy SL,x39,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901898,2019,Spiny Lucidum SL,x44,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901900,2036,Mossy Fiber-Associated SL,x45,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901902,2036,Mossy Fiber-Associated SR,x46,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x30/(x30+x31+x39+x44+x45+x46) = 12/115,basket cells - 12/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901904,2043,CA3 Basket SP,x30,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901906,2044,CA3 Basket CCK+ SP,x31,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901908,2046,CA3 Ivy SL,x39,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901910,2019,Spiny Lucidum SL,x44,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901912,2036,Mossy Fiber-Associated SL,x45,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901914,2036,Mossy Fiber-Associated SR,x46,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x31/(x30+x31+x39+x44+x45+x46) = 24/115,basket ccks - 24/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901916,2043,CA3 Basket SP,x30,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901918,2044,CA3 Basket CCK+ SP,x31,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901920,2046,CA3 Ivy SL,x39,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901922,2019,Spiny Lucidum SL,x44,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901924,2036,Mossy Fiber-Associated SL,x45,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901926,2036,Mossy Fiber-Associated SR,x46,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x39/(x30+x31+x39+x44+x45+x46) = 19/115,ivy - 19/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901928,2043,CA3 Basket SP,x30,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901930,2044,CA3 Basket CCK+ SP,x31,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901932,2046,CA3 Ivy SL,x39,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901934,2019,Spiny Lucidum SL,x44,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901936,2036,Mossy Fiber-Associated SL,x45,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
901938,2036,Mossy Fiber-Associated SR,x46,"""The total number of identified [CA3] cells in MF [mossy fiber] pair recordings was 126, including 12 FSBCs [fast-spiking basket cells] <% 2043 %> + 24 RSBCs [regular-spiking basket cells] <% 2044 %> + 19 IvyCs [ivy cells] <% 2046 %> + 37 SLCs [spiny lucidum cells] <5 2019 %> + 23 MFAs [mossy fiber-associated cells] <% 2036 %> + 11 DTCs [dendrite-targeting cells].""","p4242, left mid",x44/(x30+x31+x39+x44+x45+x46) = 37/115,slcs - 37/115,Szabadics 2009,,,,19339618,0,rats,,,adolescent; P21-P30
