RefID,,,Quote,Location,,,,,PMID/ISBN,UID,,Figure,HcoRefID
3100282,,,"Temporary release-independence via CB1 receptors at synapses displaying DORF. A: reconstruction of a LM-SCA and a basket cell (black soma, green axon). B: bath application of 14 [micro]M anandamide (CB receptor agonist) enhanced the facilitation. C: the change in the onset of release of GABA in control and in AM-251; data for individual pairs are shown (n = 5). D: the delayed release and suppression of inhibition was blocked by 10 [micro]M CB1 receptor antagonist, AM-251, changing the synaptic efficacy and the onset of the IPSPs, which appeared earlier during the train of action potentials elicited. E and F: bar graphs comparing the onset of first IPSPs during a train of presynaptic action potentials and IPSP latency at DORF, FDF, and depressing synapse in control and after bath application of AM-251. Onset of the first IPSP seem to be delayed at connections between LM-SCA and SCA interneurons. G: comparison of change in paired-pulse ratios (PPRs) in control and AM-251. *Significantly different than control first IPSPs.",Fig. 2,,,,,21123660,CA1 SCA 2311?CA1 BC CCK+,,,1007186
3100283,,,"Synaptic facilitation between 2 CCK-positive, SCA interneurons is release dependent. A: immunofluorescence labeling showing both recorded cells as CCK positive and VIP negative. B: reconstruction of the biocytin-labeled cells shown in A, which displayed synaptic facilitation shown in D. C: firing properties of the presynaptic SCA interneuron (shown in red below) recorded in response to 0.05 and 0.1 nA current injection. SCA cells typically displayed adapting properties (see Table 1). D: averaged responses to trains of presynaptic action potentials (black traces include all sweeps in average; gray traces include specific subsets of data). These connections typically displayed synaptic facilitation, which was greater after excluding first and second IPSP failures or only first IPSP failures. Excluding first IPSP failures resulted in larger first and smaller second IPSPs (gray traces). E: graph to illustrate the recovery of second IPSP from synaptic facilitation at longer interspike intervals (each color represents an individual pair of connection, n = 12).",Fig. 3,,,,,21123660,CA1 SCA 2311?CA1 SCA 2311,,,1007188
3100284,,,"CCK-negative, long-range quadrilaminar cells display synaptic depression. A: reconstruction of a synaptically connected CCK-negative quadrilaminar cell (green soma, red axon) to a LM-SCA cell (gray). B: double immunoflorescence labeling reveals the 2 recorded cells filled with biocytin (AMCA) immunonegative for VIP (Texas red) and only the postsynaptic cell was immunopositive for CCK (FITC). C: intrinsic membrane properties of the presynaptic back projecting cell shown in A and B. D: this synapse displayed release of neurotransmitter at short latencies of 2.5 ms with precision. IPSPs elicited by a train of action potentials displayed synaptic depression. The gray traces are superimposed averages of second IPSPs at different spike intervals; the shorter the spike interval, the stronger the depression (illustrated by smaller IPSPs). These IPSPs were insensitive to AM-251 (red trace). E: graph to illustrate the recovery from synaptic depression at longer inter spike intervals (each color represents an individual pair, n = 8).",p1058,,,,,21123660,CA1 New Cell (original author: quadrilaminar)?CA1 Schaffer Collateral-Assoc (-)2311 (need axon info to make sure),,,2000027
3100285,,,"Temporally distinct synaptic facilitation that is delayed on the onset of release. A: reconstruction of a synaptically connected stratum lacunosum moleculare (SLM) interneuron, lacunosum moleculare-Shaffer collateral associated cell (LM-SCA; blue-soma, light blue-axon), and a stratum radiatum (SR), Shaffer collateral associated cell (SCA; deep red- dendrites, red-axon). B: double immunoflorescence labeling revealed the two recorded cells filled with biocytin (AMCA) immunopositive for CCK (FITC) and immunonegative for VIP (Texas red). C: intrinsic membrane properties of the presynaptic LM-SCA cell. In response to hyperpolarizing current injection this interneuron displayed pronounced sag, indicative of Ih current. In response to depolarizing current fast but adapting firing patterns were displayed. D: IPSPs elicited by LM-SCA cells displayed a delayed onset of synaptic facilitation (DORF). IPSPs were usually observed after third to fifth presynaptic spike in a train. E: another synaptic connection between a LM-SCA cell and SCA cell; the onset of first IPSP did not appear earlier in the train when increasing the firing frequency of the presynaptic interneuron from 25 Hz to 50 Hz. At higher presynaptic firing frequencies the IPSPs summated more readily, shown by the black trace. F: comparison of average failure rates of 1st, 2nd, 3rd and 4th IPSPs in control at DORF, frequency dependent facilitating (FDF), and depressing synapses studied. SP, stratum pyramidale, SO, stratum oriens.",p1054,,,,,21123660,CA1 Interneuron Specific LM-R (-)2100?CA1 Schaffer Collateral-Assoc (-)2311,,,2000028
3100286,,,"Synaptic facilitation between 2 CCK-positive, SCA interneurons is release dependent. A: immunofluorescence labeling showing both recorded cells as CCK positive and VIP negative. B: reconstruction of the biocytin-labeled cells shown in A, which displayed synaptic facilitation shown in D. C: firing properties of the presynaptic SCA interneuron (shown in red below) recorded in response to ?0.05 and 0.1 nA current injection. SCA cells typically displayed adapting properties (see Table 1). D: averaged responses to trains of presynaptic action potentials (black traces include all sweeps in average; gray traces include specific subsets of data). These connections typically displayed synaptic facilitation, which was greater after excluding first and second IPSP failures or only first IPSP failures. Excluding first IPSP failures resulted in larger first and smaller second IPSPs (gray traces). E: graph to illustrate the recovery of second IPSP from synaptic facilitation at longer interspike intervals (each color represents an individual pair of connection, n = 12).",p1056,,,,,21123660,CA1 New Cell (original author: quadrilaminar)?CA1 Interneuron Specific LM-R (-)2100,,,2000029
3100287,,,No GC to NGFC connections were observed in any of the 59 paired recordings.,p1480,,,,,21452204,DG Granule (+)2201p?DG Neurogliaform (+)3000p,,,2000000
3100288,,,"Among 59 paired recordings of molecular layer interneurons with late-spiking firing patterns and GCs, 32 were connected (54%) and 14 connected pairs were confirmed as NGFCs (see Materials and Methods); 11 of the 14 connected NGFC pairs could be observed with a single presynaptic action potential.",p1480,,,,,21452204,DG Neurogliaform (+)3000p?DG Granule (+)2201p,,,2000001
3100289,,,"Among the 11 total pairs, both neurons could be positively identified as either NGFCs or non-NGFCs in nine pairs; two pairs were between two NGFCs, and seven pairs were between NGFCs and non-NGFCs. Some examples and a summary of the diversity of connectivity of dentate NGFCs observed in these experiments are given in Figure 6.",p1485,,,,,21452204,DG Neurogliaform (+)3000p?DG Neurogliaform (+)3000p,,,2000002
3100290,,,OLM(alpha 2) [oriens-lacunosum moleculare] cells inhibit interneurons that synapse on pyramidal cell proximal dendrites. É (d) IPSCs [inhibitory postsynaptic currents] in a bistratified interneuron {CA1 Schaffer Collateral-Receiving R-Targeting} (BS) elicited by 20-ms light pulse stimulation of OLM(ChR2) cells [in CA1]. The reconstruction of the bistratified interneuron is shown on the top left panel. Scale bar represents 50 µm.,Fig. 2d,,,,,23042082,CA1 O-LM 1002?CA1 Schaffer Collateral-Receiving R-Targeting,,,1007164
3100291,,,"VIP+[vasoactive intestinal peptide]/CR+[calretinin]/nNOS+[neuronal nitric oxide synthase] INTERNEURONS {CA1 CA1 Interneuron Specific R-O} IN CA1-3 The third interneuron subpopulation expressing nNOS consists of a subset of VIP+/CR+ interneurons (Jinno and Kosaka, 2002; Tricoire et al., 2010). This population is specialized to innervate other GABA[gamma amino butyric acid]ergic cells exclusively. To date, three types of interneuron-specific (IS) interneurons have been described on the basis of their anatomical and neurochemical features (Acs?dy et al., 1996a,b; Guly?s et al., 1996). Among them, nNOS has been found in the IS-3 subset (Tricoire et al., 2010). These cells have somas located in stratum pyramidale (s.p.) or in stratum radiatum (s.r.) close to the pyramidal layer, dendritic fields that are vertically oriented, and a primary axon descending to emit several horizontally oriented branches at the s.o.[stratum oriens]-alveus border.",p4,,,,,23227003,CA1 Interneuron Specific R–O?CA1 Pyr,,,1007180
3100292,,,"We had a high success rate when targeting stellate cells in layer II, but we recorded from 24 pyramidal cells in layer II as well (Fig. 1a, cell 4), as part of the predetermined stimulation routine to check for connectivity within clusters. In two of the cases, stimulation of stellate cells resulted in postsynaptic excitatory responses in pyramidal neurons (mean responses, 0.8 mV and 0.4 mV). However, we did not observe postsynaptic responses, neither excitatory nor inhibitory, in stellate cells (N=52) when stimulating pyramidal cells.",p319,,,,,23334580,LII Stellate??LII Pyramidal,,,2000047
3100293,,,"Stellate cells are connected via inhibitory interneurons. In slices obtained from rats older than postnatal day 21, activation of short bursts of synchronous action potentials in a single stellate cell (3–10 pulses at 10 Hz, 20 Hz, 40 Hz or 70 Hz) resulted in inhibitory responses in only 4% of recorded pairs (amplitude = -0.6±0.5 mV; peak time = 13.1±4 ms), whereas in the remaining stellate cells we observed no measurable responses (Fig. 1b, c). The evoked inhibitory responses were independent of presynaptic firing frequency (Fig. 1c), and we observed no differences along the dorsal–ventral axis. Concurrent activation of short bursts of synchronous action potentials (3–10 pulses at 70 Hz) in three stellate cells resulted in simple and compound inhibitory responses in the fourth nonstimulated stellate cell in 64% of all cells within recorded clusters under normal recording conditions over all recording locations; Fig. 1d). The evoked inhibitory responses exhibited stable amplitudes (-0.70±0.06 mV; Fig. 2) and peak times (12.2±2 ms).",p320,,,,,23334580,LII Stellate?LII Stellate,,,2000048
