Parent,Concept,Term,Resource Rank,Resource,Portal,Repository,Unique ID,Definition Link,Definition,protein_gene,human_rat,control
term_hippocampome_type_synonym,MEC LV Pyramidal,MEC deep layer V pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo DG:SMi SUB:SM SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Pyramidal,MEC layer V pyramidal cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo DG:SMi SUB:SM SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Pyramidal,MEC layer V pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo DG:SMi SUB:SM SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Pyramidal,MEC LV bipolar pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ DG:SMo DG:SMi SUB:SM SUB:PL EC:I EC:II EC:III EC:IV EC:V EC:VI ], dendrites in [ EC:I EC:II EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type,MEC LV Superficial Pyramidal,MEC LV Superficial Pyramidal,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Superficial Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V ], dendrites in [ EC:I EC:III EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type_synonym,MEC LV Superficial Pyramidal,MEC LV superficial pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV Superficial Pyramidal,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:II EC:III EC:IV EC:V ], dendrites in [ EC:I EC:III EC:IV EC:V ], and soma in [ EC:V ].",,,
term_hippocampome_type,MEC LV-VI Pyramidal-Polymorphic,MEC LV-VI Pyramidal-Polymorphic,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV-VI Pyramidal-Polymorphic,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:VI ], dendrites in [ EC:V EC:VI ], and soma in [ EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,MEC LV-VI Pyramidal-Polymorphic,MEC layer V polymorphic cell,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV-VI Pyramidal-Polymorphic,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:VI ], dendrites in [ EC:V EC:VI ], and soma in [ EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,MEC LV-VI Pyramidal-Polymorphic,MEC LVI horizontal pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV-VI Pyramidal-Polymorphic,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:VI ], dendrites in [ EC:V EC:VI ], and soma in [ EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,MEC LV-VI Pyramidal-Polymorphic,MEC LVI pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV-VI Pyramidal-Polymorphic,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:VI ], dendrites in [ EC:V EC:VI ], and soma in [ EC:V or EC:VI ].",,,
term_hippocampome_type_synonym,MEC LV-VI Pyramidal-Polymorphic,MEC LVI tilted pyramidal neuron,1,Hippocampome.org,CNG,Hippocampome.org,MEC LV-VI Pyramidal-Polymorphic,http://hippocampome.org/formal-typedefs,"Excitatory neuron with axons in [ EC:VI ], dendrites in [ EC:V EC:VI ], and soma in [ EC:V or EC:VI ].",,,
term_hippocampome_evidence,medial,medial,2,Merriam-Webster Medical,Merriam-Webster,Medical,medial,http://www.merriam-webster.com/medical/medial,lying or extending in the middle; especially of a body part : lying or extending toward the median axis of the body,,,
term_hippocampome_evidence,median,median,2,Merriam-Webster Medical,Merriam-Webster,Medical,median,http://www.merriam-webster.com/medical/median,1: a medial part (as a vein or nerve). 2a: a value in an ordered set of values below and above which there is an equal number of values or which is the arithmetic mean of the two middle values if there is no one middle number. 2b: a vertical line that divides the histogram of a frequency distribution into two parts of equal area.,,,
term_hippocampome_evidence,mediolateral,mediolateral,2,Merriam-Webster Medical,Merriam-Webster,Medical,mediolateral,http://www.merriam-webster.com/medical/mediolateral,"relating to, extending along, or being a direction or axis from side to side or from median to lateral",,,
term_hippocampome_evidence,medium,medium,2,Merriam-Webster Medical,Merriam-Webster,Medical,medium,http://www.merriam-webster.com/medical/medium,a means of effecting or conveying something as a surrounding or enveloping substance,,,
term_hippocampome_evidence,megohm,megohm,2,Merriam-Webster Medical,Merriam-Webster,Medical,megohm,http://www.merriam-webster.com/medical/megohm,one million ohms,,,
term_hippocampome_evidence,membrane,membrane,1,Neurolex,NIF,Neurolex,sao1687101204,http://neurolex.org/wiki/Category:Nuclear_Membrane,Either of the lipid bilayers that surround the nucleus and form the nuclear envelope; excludes the intermembrane space (Gene Ontology).,,,
term_hippocampome_evidence,membrane potential,membrane potential,1,Neurolex,NIF,Neurolex,PATO_0001462,http://neurolex.org/wiki/Category:Membrane_potential,A quality inhering in a cell's plasma membrane by virtue of the electric potential difference across it.,,,
term_hippocampome_evidence,meshwork,meshwork,1,Neurolex,NIF,Neurolex,nlx_137453,http://neurolex.org/wiki/Category:Neural_circuit,"neural network describes a population of physically interconnected neurons or a group of disparate neurons whose inputs or signalling targets define a recognizable circuit. Communication between neurons often involves an electrochemical process. The interface through which they interact with surrounding neurons usually consists of several dendrites (input connections), which are connected via synapses to other neurons, and one axon (output connection). If the sum of the input signals surpasses a certain threshold, the neuron sends an action potential (AP) at the axon hillock and transmits this electrical signal along the axon. In contrast, a neuronal circuit is a functional entity of interconnected neurons that influence each other (similar to a control loop in cybernetics). - definition adapted from Wikipedia",,,
term_hippocampome_evidence,metabotropic glutamate receptor,metabotropic glutamate receptor,1,Neurolex,NIF,Neurolex,nlx_mol_20090503,http://neurolex.org/wiki/Category:Metabotropic_Glutamate_Receptor,"The metabotropic glutamate receptors, or mGluRs, are a type of glutamate receptor which are active through an indirect metabotropic process. They are members of the group C family of G-protein-coupled receptors, or GPCRs, and are divided into 3 groups based on sequence homology and binding affinities. Like all glutamate receptors, mGluRs bind to glutamate, an amino acid that functions as an excitatory neurotransmitter.  Group I mGluR's are coupled to phospholipid metabolism and comprise members 1 and 5;  Group II mGluR's are coupled to reduced cAMP turnover and comprise members 2, 3 and 4; Group III mGluR's are coupled to reduced cAMP turnover and comprise members 6, 7, and 8.",,,
term_petilla_molecular,metabotropic glutamate receptor,Receptors - Metabotropic,1,Neurolex,NIF,Neurolex,nlx_mol_20090503,http://neurolex.org/wiki/Category:Metabotropic_Glutamate_Receptor,"The metabotropic glutamate receptors, or mGluRs, are a type of glutamate receptor which are active through an indirect metabotropic process. They are members of the group C family of G-protein-coupled receptors, or GPCRs, and are divided into 3 groups based on sequence homology and binding affinities. Like all glutamate receptors, mGluRs bind to glutamate, an amino acid that functions as an excitatory neurotransmitter.  Group I mGluR's are coupled to phospholipid metabolism and comprise members 1 and 5;  Group II mGluR's are coupled to reduced cAMP turnover and comprise members 2, 3 and 4; Group III mGluR's are coupled to reduced cAMP turnover and comprise members 6, 7, and 8.",P,H - R,
term_petilla_molecular,metabotropic glutamate receptor,Receptors - Metabotropic - Glutamate,1,Neurolex,NIF,Neurolex,nlx_mol_20090503,http://neurolex.org/wiki/Category:Metabotropic_Glutamate_Receptor,"The metabotropic glutamate receptors, or mGluRs, are a type of glutamate receptor which are active through an indirect metabotropic process. They are members of the group C family of G-protein-coupled receptors, or GPCRs, and are divided into 3 groups based on sequence homology and binding affinities. Like all glutamate receptors, mGluRs bind to glutamate, an amino acid that functions as an excitatory neurotransmitter.  Group I mGluR's are coupled to phospholipid metabolism and comprise members 1 and 5;  Group II mGluR's are coupled to reduced cAMP turnover and comprise members 2, 3 and 4; Group III mGluR's are coupled to reduced cAMP turnover and comprise members 6, 7, and 8.",P,H - R,
term_hippocampome_evidence,method,method,2,Merriam-Webster Medical,Merriam-Webster,Medical,method,http://www.merriam-webster.com/medical/method,"a procedure or process for attaining an object as a: a systematic procedure, technique, or mode of inquiry employed by or proper to a particular disciplineÃsee scientific method. b: a way, technique, or process of or for doing something.",,,
term_hippocampome_evidence,metyrosine,metyrosine,1,Neurolex,NIF,Neurolex,DB00765,http://neurolex.org/wiki/Category:Metyrosine,"An inhibitor of the enzyme tyrosine 3-monooxygenase, and consequently of the synthesis of catecholamines. It is used to control the symptoms of excessive sympathetic stimulation in patients with pheochromocytoma. (Martindale, The Extra Pharmacopoeia, 30th ed) Pharmacology: In patients with pheochromocytoma, who produce excessive amounts of norepinephrine and epinephrine, administration of one to four grams of metyrosine per day has reduced catecholamine biosynthesis from about 35 to 80 percent as measured by the total excretion of catecholamines and their metabolites (metanephrine and vanillylmandelic acid). The maximum biochemical effect usually occurs within two to three days, and the urinary concentration of catecholamines and their metabolites usually returns to pretreatment levels within three to four days after metyrosine is discontinued. Most patients with pheochromocytoma treated with metyrosine experience decreased frequency and severity of hypertensive attacks with their associated headache, nausea, sweating, and tachycardia. In patients who respond, blood pressure decreases progressively during the first two days of therapy with metyrosine; after withdrawal, blood pressure usually increases gradually to pretreatment values within two to three days. Mechanism of action: Metyrosine inhibits tyrosine hydroxylase, which catalyzes the first transformation in catecholamine biosynthesis, i.e., the conversion of tyrosine to dihydroxyphenylalanine (DOPA). Because the first step is also the rate-limiting step, blockade of tyrosine hydroxylase activity results in decreased endogenous levels of catecholamines, usually measured as decreased urinary excretion of catecholamines and their metabolites, resulting in reduced blood pressure. Drug type: Approved. Small Molecule. Drug category: Enzyme Inhibitors",,,
term_hippocampome_evidence,mGluR1,mGluR1,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351338",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351338,"glutamate receptor, metabotropic 1; Symbol:Grm1; Type:protein; Taxon:Mus musculus; Synonyms:4930455H15Rik,Gprc1a,mGluR1,nmf373,rcw",,,
term_hippocampome_evidence,mGluR1,mGluR1,1,Neurolex,NIF,Neurolex,nlx_mol_20090504,http://neurolex.org/wiki/Category:MGluR1,"Group I metabotropic glutamate receptor, positively coupled to phospholipid metabolism.",,,
term_hippocampome_molecular_marker,mGluR1,mGluR1,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351338",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351338,"glutamate receptor, metabotropic 1; Symbol:Grm1; Type:protein; Taxon:Mus musculus; Synonyms:4930455H15Rik,Gprc1a,mGluR1,nmf373,rcw",,,
term_petilla_molecular,mGluR1,Receptors - Metabotropic - Glutamate - type1 - mGluR1,1,NCBI Gene,NCBI,Gene,Gene ID: 24414,http://www.ncbi.nlm.nih.gov/gene/24414,SEQUENCE,G,R,
term_petilla_molecular,mGluR1,Receptors - Metabotropic - Glutamate - type1 - mGluR1,1,NCBI Protein,NCBI,Protein,GenBank: CAB51055.1,http://www.ncbi.nlm.nih.gov/protein/CAB51055.1,SEQUENCE,P,R,
term_petilla_molecular,mGluR1,Receptors - Metabotropic - Glutamate - type1 - mGluR1,1,NCBI Protein,NCBI,Protein,GenBank: CAB51056.1,http://www.ncbi.nlm.nih.gov/protein/CAB51056.1,SEQUENCE,P,R,
term_petilla_molecular,mGluR1,Receptors - Metabotropic - Glutamate - type1 - mGluR1,1,Neurolex,NIF,Neurolex,nlx_mol_20090504,http://neurolex.org/wiki/Category:MGluR1,"Group I metabotropic glutamate receptor, positively coupled to phospholipid metabolism.",P,H - R,
term_petilla_molecular,mGluR1,Receptors - Metabotropic - Glutamate - type1 - mGluR1,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000008263,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008263,SEQUENCE,P,H - R,
term_hippocampome_evidence,mGluR1a,mGluR1a,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, P23385",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:P23385,"Metabotropic glutamate receptor 1; Symbol:Grm1; Type:protein; Taxon:Rattus norvegicus; Synonyms:GRM1_RAT,Gprc1a,Mglur1",,,
term_hippocampome_evidence,mGluR1a,mGluR1alpha,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, P23385",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:P23385,"Metabotropic glutamate receptor 1; Symbol:Grm1; Type:protein; Taxon:Rattus norvegicus; Synonyms:GRM1_RAT,Gprc1a,Mglur1",,,
term_hippocampome_molecular_marker,mGluR1a,mGluR1a,1,Gene Ontology,Gene Ontology,AmiGO 2,"UniProtKB, P23385",http://amigo2.berkeleybop.org/amigo/gene_product/UniProtKB:P23385,"Metabotropic glutamate receptor 1; Symbol:Grm1; Type:protein; Taxon:Rattus norvegicus; Synonyms:GRM1_RAT,Gprc1a,Mglur1",,,
term_hippocampome_evidence,mGluR2,mGluR2,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351339",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351339,"glutamate receptor, metabotropic 2; Symbol:Grm2; Type:protein; Taxon:Mus musculus; Synonyms:4930441L02Rik,Gprc1b,mGluR2",,,
term_hippocampome_evidence,mGluR2,mGluR2,1,Neurolex,NIF,Neurolex,nlx_mol_20090505,http://neurolex.org/wiki/Category:MGluR2,Group II glutamate receptor negatively coupled to adenylyl cyclase.,,,
term_hippocampome_molecular_marker,mGluR2,mGluR2,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351339",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351339,"glutamate receptor, metabotropic 2; Symbol:Grm2; Type:protein; Taxon:Mus musculus; Synonyms:4930441L02Rik,Gprc1b,mGluR2",,,
term_petilla_molecular,mGluR2,Receptors - Metabotropic - Glutamate - type2 - mGluR2,1,MeSH,NCBI,MeSH,C108822,http://www.ncbi.nlm.nih.gov/mesh?term=Metabotropic%20glutamate%20receptor%202%20,,P,H - R,
term_petilla_molecular,mGluR2,Receptors - Metabotropic - Glutamate - type2 - mGluR2,1,NCBI Gene,NCBI,Gene,Gene ID: 24415,http://www.ncbi.nlm.nih.gov/gene/24415,SEQUENCE,G,R,
term_petilla_molecular,mGluR2,Receptors - Metabotropic - Glutamate - type2 - mGluR2,1,NCBI Protein,NCBI,Protein,GenBank: EDL77281.1,http://www.ncbi.nlm.nih.gov/protein/EDL77281.1,SEQUENCE,P,R,
term_petilla_molecular,mGluR2,Receptors - Metabotropic - Glutamate - type2 - mGluR2,1,Neurolex,NIF,Neurolex,nlx_mol_20090505,http://neurolex.org/wiki/Category:MGluR2,Group II glutamate receptor negatively coupled to adenylyl cyclase.,P,H - R,
term_petilla_molecular,mGluR2,Receptors - Metabotropic - Glutamate - type2 - mGluR2,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000008264,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008264,SEQUENCE,P,H - R,
term_hippocampome_molecular_marker,mGluR2/3,mGluR2/3,3,Wikipedia,Wikipedia,Wiki,Metabotropic_glutamate_receptor,https://en.wikipedia.org/wiki/Metabotropic_glutamate_receptor,"The metabotropic glutamate receptors, or mGluRs, are a type of glutamate receptor that are active through an indirect metabotropic process. They are members of the group C family of G-protein-coupled receptors, or GPCRs.[2] Like all glutamate receptors, mGluRs bind with glutamate, an amino acid that functions as an excitatory neurotransmitter.",,,
term_hippocampome_evidence,mGluR3,mGluR3,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351340",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351340,"glutamate receptor, metabotropic 3; Symbol:Grm3; Type:protein; Taxon:Mus musculus; Synonyms:0710001G23Rik,Gprc1c,mGlu3,mGluR3",,,
term_hippocampome_evidence,mGluR3,mGluR3,1,Neurolex,NIF,Neurolex,nlx_mol_20090506,http://neurolex.org/wiki/Category:MGluR3,"Group II metabotropic glutamate receptor, negatively coupled to adenylyl cyclase.",,,
term_hippocampome_molecular_marker,mGluR3,mGluR3,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351340",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351340,"glutamate receptor, metabotropic 3; Symbol:Grm3; Type:protein; Taxon:Mus musculus; Synonyms:0710001G23Rik,Gprc1c,mGlu3,mGluR3",,,
term_petilla_molecular,mGluR3,Receptors - Metabotropic - Glutamate - type2 - mGluR3,1,MeSH,NCBI,MeSH,C102718,http://www.ncbi.nlm.nih.gov/mesh?term=Metabotropic%20glutamate%20receptor%203%20,,P,H - R,
term_petilla_molecular,mGluR3,Receptors - Metabotropic - Glutamate - type2 - mGluR3,1,NCBI Gene,NCBI,Gene,Gene ID: 24416,http://www.ncbi.nlm.nih.gov/gene/24416,SEQUENCE,G,R,
term_petilla_molecular,mGluR3,Receptors - Metabotropic - Glutamate - type2 - mGluR3,1,Neurolex,NIF,Neurolex,nlx_mol_20090506,http://neurolex.org/wiki/Category:MGluR3,"Group II metabotropic glutamate receptor, negatively coupled to adenylyl cyclase.",P,H - R,
term_petilla_molecular,mGluR3,Receptors - Metabotropic - Glutamate - type2 - mGluR3,1,Protein Ontology,BIOPORTAL,Protein Ontology,PR:000008265,http://pir.georgetown.edu/cgi-bin/pro/entry_pro?id=PR:000008265,SEQUENCE,P,H - R,
term_hippocampome_evidence,mGluR4,mGluR4,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351341",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351341,"glutamate receptor, metabotropic 4; Symbol:Grm4; Type:protein; Taxon:Mus musculus; Synonyms:Gprc1d,mGluR4",,,
term_hippocampome_evidence,mGluR4,mGluR4,1,Neurolex,NIF,Neurolex,nlx_mol_20090507,http://neurolex.org/wiki/Category:MGluR4,"Group III metabotropic glutamate receptor, negatively coupled to adenylyl cyclase activity.",,,
term_hippocampome_molecular_marker,mGluR4,mGluR4,1,Gene Ontology,Gene Ontology,AmiGO 2,"MGI, MGI:1351341",http://amigo2.berkeleybop.org/amigo/gene_product/MGI:MGI:1351341,"glutamate receptor, metabotropic 4; Symbol:Grm4; Type:protein; Taxon:Mus musculus; Synonyms:Gprc1d,mGluR4",,,
term_petilla_molecular,mGluR4,Receptors - Metabotropic - Glutamate - type3 - mGluR4,1,MeSH,NCBI,MeSH,C108823,http://www.ncbi.nlm.nih.gov/mesh?term=Metabotropic%20glutamate%20receptor%204%20,,P,H - R,
term_petilla_molecular,mGluR4,Receptors - Metabotropic - Glutamate - type3 - mGluR4,1,NCBI Gene,NCBI,Gene,Gene ID: 24417,http://www.ncbi.nlm.nih.gov/gene/24417,SEQUENCE,G,R,
term_petilla_molecular,mGluR4,Receptors - Metabotropic - Glutamate - type3 - mGluR4,1,Neurolex,NIF,Neurolex,nlx_mol_20090507,http://neurolex.org/wiki/Category:MGluR4,"Group III metabotropic glutamate receptor, negatively coupled to adenylyl cyclase activity.",P,H - R,
