Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Parameter,Parameter_ID,Name of file containing figure,Protocol_tag,FTQ_ID,Figure/Table,Quote reference id,Interpretation notes figures
"Sik A, Penttonen M, Ylinen A, Buzsáki G",Hippocampal CA1 interneurons: an in vivo intracellular labeling study,Journal of Neuroscience,1995,7472426,4069,sag,10,Sik-Buzsaki-1995-6651-JNeurosci-Fig5C-Cell4069-sag.jpeg,,10503,ephys_figure,406910242610503,
"Spruston N, McBain C",Structual and Functional Properties of Hippocampal Neurons,The Hippocampus Book,2007,978-0-19-5100273 ,4069,sAHP,09,Spruston-McBain-2007-133-THB-Fig24A2-Cell4069-sAHP.jpeg,,12401,ephys_figure,406909027312401,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,sAHP,09,Tricoire-McBain-2011-10948-JNeurosci-Fig7F-Cell4076-sAHP.jpeg,,10706,ephys_figure,407609554510706,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Fig7F-Cell4076-Vthresh.jpeg,,10706,ephys_figure,407604554510706,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,maxFR,08,Tricoire-McBain-2011-10948-JNeurosci-Fig7F-Cell4076-maxFR.jpeg,,10706,ephys_figure,407608554510706,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,APampl,06,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-APampl.jpeg,,20300,ephys_table,407606554520300,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,APwidth,07,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-APwidth.jpeg,,20300,ephys_table,407607554520300,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,fAHP,05,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-fAHP.jpeg,,20300,ephys_table,407605554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,Rin,02,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-Rin.jpeg,,20300,ephys_table,407602554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,sag,10,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-sag.jpeg,,20300,ephys_table,407610554520300,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,tau,03,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-tau.jpeg,,20300,ephys_table,407603554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,Vrest,01,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-Vrest.jpeg,,20300,ephys_table,407601554520300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4076,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4076-Vthresh.jpeg,,20300,ephys_table,407604554520300,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4078,APampl,06,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4078-APampl.jpeg,,10101,ephys_figure,407806554810101,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4078,fAHP,05,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4078-fAHP.jpeg,,10101,ephys_figure,407805554810101,
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4078,sAHP,09,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4078-sAHP.jpeg,,10101,ephys_figure,407809554810101,
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4078,Vthresh,04,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4078-Vthresh.jpeg,,10101,ephys_figure,407804554810101,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4078,maxFR,08,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4078-maxFR.jpeg,,10101,ephys_figure,407808554810101,
"Pawelzik H, Hughes DI, Thomson AM.",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus.,Journal of Computational Neurology,2002,11807843,4078,APampl,06,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3F-Cell4078-APampl.jpeg,,10306,ephys_figure,407806784310306,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Pawelzik H, Hughes DI, Thomson AM.",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus.,Journal of Computational Neurology,2002,11807843,4078,fAHP,05,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3F-Cell4078-fAHP.jpeg,,10306,ephys_figure,407805784310306,
"Pawelzik H, Hughes DI, Thomson AM.",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus.,Journal of Computational Neurology,2002,11807843,4078,sAHP,09,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3F-Cell4078-sAHP.jpeg,,10306,ephys_figure,407809784310306,
"Pawelzik H, Hughes DI, Thomson AM.",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus.,Journal of Computational Neurology,2002,11807843,4078,Vrest,01,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3F-Cell4078-Vrest.jpeg,,10306,ephys_figure,407801784310306,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Pawelzik H, Hughes DI, Thomson AM.",Physiological and morphological diversity of immunocytochemically defined parvalbumin- and cholecystokinin-positive interneurones in CA1 of the adult rat hippocampus.,Journal of Computational Neurology,2002,11807843,4078,Vthresh,04,Pawelzik-Thomson-2002-346-JCompNeurol-Fig3F-Cell4078-Vthresh.jpeg,,10306,ephys_figure,407804784310306,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,APampl,06,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-APampl.jpeg,,20300,ephys_table,407806554520300,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,APwidth,07,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-APwidth.jpeg,,20300,ephys_table,407807554520300,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,fAHP,05,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-fAHP.jpeg,,20300,ephys_table,407805554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,Rin,02,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-Rin.jpeg,,20300,ephys_table,407802554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,sag,10,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-sag.jpeg,,20300,ephys_table,407810554520300,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,tau,03,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-tau.jpeg,,20300,ephys_table,407803554520300,
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,Vrest,01,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-Vrest.jpeg,,20300,ephys_table,407801554520300,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Tricoire L, Pelkey KA, Erkkila BE, Jeffries BW, Yuan X, McBain CJ.",A blueprint for the spatiotemporal origins of mouse hippocampal interneuron diversity.,Journal of Neuroscience,2011,21795545,4078,Vthresh,04,Tricoire-McBain-2011-10948-JNeurosci-Tab3-Cell4078-Vthresh.jpeg,,20300,ephys_table,407804554520300,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,sag,10,Cope-Maccaferri-2002-Neuroscience-Fig4A1-Cell4079-sag.jpeg,,10401,ephys_figure,407910470010401,"In the Hippocampome, the sag ratio (sag) is defined as the ratio of the steady-state voltage (Vss) at the end of the hyperpolarizing current injection to the maximum voltage transients (Vmin).
"
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,Vthresh,04,Cope-Maccaferri-2002-Neuroscience-Fig4A1-Cell4079-Vthresh.jpeg,,10401,ephys_figure,407904470010401,"In the Hippocampome, the firing threshold potential (Vthresh) is defined as a potential relative to the resting membrane potential (Vrest)."
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,sAHP,09,Cope-Maccaferri-2002-Neuroscience-Fig4B1-Cell4079-sAHP.jpeg,,10402,ephys_figure,407909470010402,
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,maxFR,08,Cope-Maccaferri-2002-Neuroscience-Fig4B1-Cell4079-maxFR.jpeg,,10402,ephys_figure,407908470010402,
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,APampl,06,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-APampl.jpeg,,20100,ephys_table,407906470020100,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,APwidth,07,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-APwidth.jpeg,,20100,ephys_table,407907470020100,"In the Hippocampome, the action potential width (APwidth) is determined at the half of the action potential amplitude (1/2 APampl)."
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,fAHP,05,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-fAHP.jpeg,,20100,ephys_table,407905470020100,
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,Rin,02,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-Rin.jpeg,,20100,ephys_table,407902470020100,
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,tau,03,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-tau.jpeg,,20100,ephys_table,407903470020100,
"Cope DW, Maccaferri G, Márton LF, Roberts JD, Cobden PM, Somogyi P.",Cholecystokinin-immunopositive basket and Schaffer collateral-associated interneurones target different domains of pyramidal cells in the CA1 area of the rat hippocampus.,Neuroscience,2002,11784700,4079,Vrest,01,Cope-Maccaferri-2002-Neuroscience-Tab1-Cell4079-Vrest.jpeg,,20100,ephys_table,407901470020100,"In the Hippocampome, the resting membrane potential (Vrest) is defined relative to zero."
"Lee SY, Földy C, Szabadics J, Soltesz I.",Cell-type-specific CCK2 receptor signaling underlies the cholecystokinin-mediated selective excitation of hippocampal parvalbumin-positive fast-spiking basket cells.,Journal of Neuroscience,2011,21795548,4079,APampl,06,Lee-Soltesz-2011-10993-JNeurosci-PMID21795548-Fig1A-Cell4079-APampl.jpeg,,10102,ephys_figure,407906554810102,"In the Hippocampome, the action potential amplitude (APampl) is defined as the peak voltage relative to the firing threshold potential (Vthresh).
"
