Authors,Title,Journal/Book,Year,PMID/ISBN,Cell Identifier,Neuron Type,Variable,Name of file containing figure,Reference_ID
Jinno,,,,16930755,4035,SO Trilaminar,x130,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904728
Jinno,,,,16930755,4036,SO Axo-axonic,x74,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904412
Jinno,,,,16930755,4036,SO Axo-axonic,x74,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904422
Jinno,,,,16930755,4036,SP Axo-axonic,x75,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904436
Jinno,,,,16930755,4036,SP Axo-axonic,x75,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904442
Jinno,,,,16930755,4038,SO Horizontal Axo-axonic,x76,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904414
Jinno,,,,16930755,4038,SO Horizontal Axo-axonic,x76,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904424
Jinno,,,,16930755,4039,SO Horizontal Basket,x83,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904432
Jinno,,,,16930755,4039,SO Horizontal Basket,x83,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904572
Jinno,,,,16930755,4039,SO Horizontal Basket,x83,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904576
Jinno,,,,16930755,4039,SO Horizontal Basket,x83,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904842
Jinno,,,,16930755,4039,SP Horizontal Basket,x84,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904448
Jinno,,,,16930755,4039,SP Horizontal Basket,x84,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904582
Jinno,,,,16930755,4039,SP Horizontal Basket,x84,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904594
Jinno,,,,16930755,4039,SP Horizontal Basket,x84,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904854
Jinno,,,,16930755,4041,SR Hippocampo-subicular Projecting ENK+,x129,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904554
Jinno,,,,16930755,4055,SO Oriens/Alveus,x111,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904482
Jinno,,,,16930755,4055,SO Oriens/Alveus,x111,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904500
Jinno,,,,16930755,4055,SO Oriens/Alveus,x111,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904710
Jinno,,,,16930755,4055,SO Oriens/Alveus,x111,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904718
Jinno,,,,16930755,4056,SP IS LMR-R,x91,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904518
Jinno,,,,16930755,4056,SP IS LMR-R,x91,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904586
Jinno,,,,16930755,4056,SP IS LMR-R,x91,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904598
Jinno,,,,16930755,4056,SP IS LMR-R,x91,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904668
Jinno,,,,16930755,4056,SR IS LMR-R,x92,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904546
Jinno,,,,16930755,4056,SR IS LMR-R,x92,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904614
Jinno,,,,16930755,4056,SR IS LMR-R,x92,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904628
Jinno,,,,16930755,4056,SR IS LMR-R,x92,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904694
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904458
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904466
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904818
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904872
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904890
Jinno,,,,16930755,4061,SR R-Receiving Apical-Targeting,x123,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904954
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904452
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904512
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904608
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904670
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904732
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904798
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904858
Jinno,,,,16930755,4066,SP OR-LM,x114,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904944
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904464
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904534
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904640
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904696
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904752
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904822
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904896
Jinno,,,,16930755,4066,SR OR-LM,x115,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904958
Jinno,,,,16930755,4068,SO Oriens-Bistratified Projecting,x113,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904486
Jinno,,,,16930755,4068,SO Oriens-Bistratified Projecting,x113,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904504
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904420
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904430
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904476
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904494
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904726
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904766
Jinno,,,,16930755,4069,SO O-LM,x108,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904778
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904454
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904460
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904528
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904538
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904678
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904688
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904804
Jinno,,,,16930755,4076,SR Perforant-Path Associated QuadD,x118,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904812
Jinno,,,,16930755,4078,SO Basket,x78,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904416
Jinno,,,,16930755,4078,SO Basket,x78,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904426
Jinno,,,,16930755,4078,SP Basket,x79,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904438
Jinno,,,,16930755,4078,SP Basket,x79,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904444
Jinno,,,,16930755,4079,SO Basket CCK+,x80,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904580
Jinno,,,,16930755,4079,SO Basket CCK+,x80,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904838
Jinno,,,,16930755,4079,SO Basket CCK+,x80,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904840
Jinno,,,,16930755,4079,SP Basket CCK+,x81,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904606
Jinno,,,,16930755,4079,SP Basket CCK+,x81,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904846
Jinno,,,,16930755,4079,SP Basket CCK+,x81,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904850
Jinno,,,,16930755,4079,SR Basket CCK+,x82,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904638
Jinno,,,,16930755,4079,SR Basket CCK+,x82,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904860
Jinno,,,,16930755,4079,SR Basket CCK+,x82,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904878
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904418
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904428
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904474
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904492
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904762
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904774
Jinno,,,,16930755,4080,SO Bistratified,x85,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904844
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904440
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904446
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904510
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904514
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904786
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904792
Jinno,,,,16930755,4080,SP Bistratified,x86,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904856
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904524
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904730
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904788
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904794
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904938
Jinno,,,,16930755,4081,SP Ivy,x100,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904942
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904552
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904750
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904800
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904808
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904946
Jinno,,,,16930755,4081,SR Ivy,x101,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904948
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904508
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904724
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904764
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904776
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904928
Jinno,,,,16930755,4081,SO Ivy,x99,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904932
Jinno,,,,16930755,4083,SO Oriens-Bistratified,x112,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904434
Jinno,,,,16930755,4083,SO Oriens-Bistratified,x112,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904484
Jinno,,,,16930755,4083,SO Oriens-Bistratified,x112,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904502
Jinno,,,,16930755,4083,SO Oriens-Bistratified,x112,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904648
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904574
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904578
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904650
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904712
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904720
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904784
Jinno,,,,16930755,4084,SO Schaffer Collateral-Receiving R-Targeting,x126,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904934
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904622
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904636
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904682
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904692
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904740
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904748
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904820
Jinno,,,,16930755,4084,SR Schaffer Collateral-Receiving R-Targeting,x127,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904956
Jinno,,,,16930755,4087,SO O-LMR,x110,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904480
Jinno,,,,16930755,4087,SO O-LMR,x110,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904498
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904478
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904496
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904708
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904716
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904768
Jinno,,,,16930755,4089,SO Recurrent O-LM,x109,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904780
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904588
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904602
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904656
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904664
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904936
Jinno,,,,16930755,4091,SP IS R-O,x96,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904940
Jinno,,,,16930755,4093,SP IS RO-O,x97,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904522
Jinno,,,,16930755,4093,SP IS RO-O,x97,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904590
Jinno,,,,16930755,4093,SP IS RO-O,x97,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904604
Jinno,,,,16930755,4093,SP IS RO-O,x97,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904658
Jinno,,,,16930755,4093,SP IS RO-O,x97,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904666
Jinno,,,,16930755,4093,SR IS RO-O,x98,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904550
Jinno,,,,16930755,4093,SR IS RO-O,x98,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904618
Jinno,,,,16930755,4093,SR IS RO-O,x98,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904632
Jinno,,,,16930755,4093,SR IS RO-O,x98,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904676
Jinno,,,,16930755,4093,SR IS RO-O,x98,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,904698
jinno,,,,16930755,2019,Spiny Lucidum SL,x44,Jinno-Kosaka-2006-229-v56-NeurosciRes-Tab4.jpeg,902670
Jinno & Kosaka,,,,19655319,4000,SP Pyramidal,x69,Jinno-Kosaka-2010-829-v20-Hippocampus-Tab3.jpeg,904060
Jinno & Kosaka,,,,19655319,4054,SP Radiatum Giant,x72,Jinno-Kosaka-2010-829-v20-Hippocampus-Tab3.jpeg,904062
Kaae,,,,22389166,4000,SP Pyramidal,x69,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903850
Kaae,,,,22389166,4013,SP Radial Trilaminar,x131,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903878
Kaae,,,,22389166,4020,SP IS O-Targeting,x94,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903868
Kaae,,,,22389166,4022,SP IS LMO-O,x87,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903864
Kaae,,,,22389166,4036,SP Axo-axonic,x75,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903854
Kaae,,,,22389166,4039,SP Horizontal Basket,x84,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903860
Kaae,,,,22389166,4054,SP Radiatum Giant,x72,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903852
Kaae,,,,22389166,4056,SP IS LMR-R,x91,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903866
Kaae,,,,22389166,4066,SP OR-LM,x114,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903876
Kaae,,,,22389166,4078,SP Basket,x79,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903856
Kaae,,,,22389166,4079,SP Basket CCK+,x81,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903858
Kaae,,,,22389166,4080,SP Bistratified,x86,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903862
Kaae,,,,22389166,4081,SP Ivy,x100,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903874
Kaae,,,,22389166,4091,SP IS R-O,x96,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903870
Kaae,,,,22389166,4093,SP IS RO-O,x97,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,903872
Kaae 2012,,,,22389166,1000,SG Granule,x1,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900342
Kaae 2012,,,,22389166,1004,SG Total Molecular Layer,x22,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900358
Kaae 2012,,,,22389166,1005,SG MOLAX,x17,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900354
Kaae 2012,,,,22389166,1006,SG Outer Molecular Layer,x21,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900356
Kaae 2012,,,,22389166,1009,SG HICAP,x12,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900350
Kaae 2012,,,,22389166,1010,SG Axo-Axonic,x7,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900344
Kaae 2012,,,,22389166,1013,SG HIPP,x14,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900352
Kaae 2012,,,,22389166,1035,SG DG Basket,x8,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900346
Kaae 2012,,,,22389166,1036,SG DG Basket CCK+,x9,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,900348
"Kaae et al., 2012",,,,22389166,2000,CA3 Pyramidal SP,x23,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901514
"Kaae et al., 2012",,,,22389166,2004,CA3c Pyramidal SP,x24,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901516
"Kaae et al., 2012",,,,22389166,2028,CA3 Axo-axonic SP,x28,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901518
"Kaae et al., 2012",,,,22389166,2035,Mossy Fiber-Associated ORDEN SP,x48,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901528
"Kaae et al., 2012",,,,22389166,2043,CA3 Basket SP,x30,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901520
"Kaae et al., 2012",,,,22389166,2044,CA3 Basket CCK+ SP,x31,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901522
"Kaae et al., 2012",,,,22389166,2045,CA3 Bistratified SP,x33,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901524
"Kaae et al., 2012",,,,22389166,2049,CA3 QuadD-LM SP,x52,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901530
"Kaae et al., 2012",,,,22389166,2402,CA3 Interneuron Specific Quad SP,x36,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901526
"Kaae et al., 2012",,,,22389166,3000,CA2 Pyramidal SP,x59,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901532
"Kaae et al., 2012",,,,22389166,3003,CA2 Bistratified SP,x62,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901538
"Kaae et al., 2012",,,,22389166,3006,CA2 Basket SP,x60,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901534
"Kaae et al., 2012",,,,22389166,3007,CA2 Wide-Arbor Basket SP,x61,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901536
"Kaae et al., 2012",,,,22389166,3008,CA2 SP-SR SP,x63,Kaae-Nyengaard-2012-667-v66-n8-Synapse-Tab2.jpeg,901540
Kim,,,,28985566,1004,SG Total Molecular Layer,x22,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,900914
Kim,,,,28985566,1004,SG Total Molecular Layer,x22,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,900984
Kim,,,,28985566,1005,SG MOLAX,x17,Kim-Osten-2017-456-v171-Cell-TabS1.jpeg,900980
