Hippocampome Type,Unique ID,Supertype ID,Hippocampome Supertype,Cell Counts,Theta Phase,Theta Error,Theta Error Type,Theta N,MVL,MVL Error,MVL Error Type,MVL N,MVL category,Peak correction,LFP site,Shift to CA1:SP,Phase-CA1 (peak 0 deg),Phase-CA1 category,Gamma Phase,Gamma Error,Gamma Error Type,Gamma N,Gamma Peak,Epsilon Phase,Epsilon Error,Epsilon Error Type,Epsilon N,Epsilon Peak,Ripple Phase,Ripple Error,Ripple Error Type,Ripple N,Ripple Peak,SWR Ratio,SWR Ratio Error,SWR Ratio Error Type,SWR Ratio N,SWR Ratio category,Run/Stop Ratio,DS Ratio,DS Ratio Error,DS Ratio Error Type,DS Ratio N,Firing Rate,Firing Rate Error,Firing Rate Error Type,Firing Rate N,Firing Rate Rank,Firing Rate (non-baseline),Firing Rate Error (non-baseline),Firing Rate Error Type (non-baseline),Firing Rate N (non-baseline),Firing Rate Rank (non-baseline),Vrest (mV),Vrest Error (mV),Vrest Error Type,Vrest N,Tau (ms),Tau Error (ms),Tau Error Type,Tau N,APthresh (mV),APthresh Error (mV),APthresh Error Type,APthresh N,fAHP (mV),fAHP Error (mV),fAHP Error Type,fAHP N,APpeak-trough (ms),APpeak-trough Error (ms),APpeak-trough Error Type,APpeak-trough N,Authors,Title,Journal/Book,Year,PMID_or_ISBN,pmid_isbn_page,Figure/Table,Recording assignments,Recording_method,Species,Strain,Gender,Age,Age_type,Behavioral status,Data Mining Method,Comments,Metadata code,Metadata rank,Reference ID,
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,61,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310213""",4078107525310213
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,62,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310214""",4078107525310214
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,74,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310215""",4078107525310215
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,82,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310216""",4078107525310216
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,89,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,Fig 2C (ripple)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078107525310217""",4078107525310217
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.7,12.3,SD,NA,3,,,,,,,,,,,,,,,,,,,,,"Varga C, Oijala M, Lish J, Szabo GG, Bezaire M, Marchionni I, Golshani P, Soltesz I",Functional fission of parvalbumin interneuron classes during fast network events,eLife,2014,25375253,0,"text quote, p14 (FR ripple@)",1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,3-12 m old,adult,head-fixed awake,PlotDigitizer,"no figure, interpretation is solely author-based",mJAU2,11,"""4078116525330000""",4078116525330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,292.22,,,1,0.18,,,,uniform,180,CA1:SP,0,112.22,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Tab 1 (D41n theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,read from table,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078101461320100""",4078101461320100
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,344.82,,,1,0.19,,,,uniform,180,CA1:SP,0,164.82,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Tab 1 (K208c theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,read from table,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078101461320101""",4078101461320101
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,331.87,,,1,0.32,,,,directed,180,CA1:SP,0,151.87,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Tab 1 (LK08c theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,read from table,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078101461320102""",4078101461320102
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,232.77,,,1,0.2,,,,directed,180,CA1:SP,0,52.77,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Tab 1 (O83f theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,read from table,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078101461320103""",4078101461320103
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,239.45,,,1,0.2,,,,directed,180,CA1:SP,0,59.45,peak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Tab 1 (TV08k theta)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,read from table,identified from Fig 1a,rJAU1,3,"""4078101461320104""",4078101461320104
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,1.648780191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078109461310502""",4078109461310502
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,1.017499699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078109461310505""",4078109461310505
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,1.191896066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078109461310506""",4078109461310506
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,1.679420443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078109461310507""",4078109461310507
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,1.111056372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078109461310508""",4078109461310508
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.355328,,,1,4,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078115461310509""",4078115461310509
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.814137,,,1,4,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078115461310510""",4078115461310510
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.155268,,,1,4,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078115461310511""",4078115461310511
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.54354,,,1,4,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078115461310512""",4078115461310512
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.190592,,,1,4,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR movement@),1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078115461310513""",4078115461310513
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.082378,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078111461310514""",4078111461310514
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.352968,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078111461310515""",4078111461310515
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.588255,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078111461310516""",4078111461310516
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.446187,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078111461310517""",4078111461310517
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.072029,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,"Lapray D, Lasztoczi B, Lagler M, Viney TJ, Katona L, Valenti O, Hartwich K, Borhegyi Z, Somogyi P, Klausberger T",Behavior-dependent specialization of identified hippocampal interneurons,Nature Neuroscience,2012,22864613,0,Fig 5b (FR quiet wakefulness)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,rats,Sprague-Dawley,unknown sex,300-550 g,adult,freely moving,PlotDigitizer,assume parallel interpretation to Fig 1a,rJAU1,3,"""4078111461310518""",4078111461310518
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,307,22,SD,7,,,,,,180,CA1:SP,0,127,trough,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,text quote (theta)@,mean of 7 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078101093330000""",4078101093330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,107,17,SD,7,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,text quote (gamma)@,mean of 7 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078105093330000""",4078105093330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,62,19,SD,NA,180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,text quote (epsilon)@,mean of 7 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078106093330000""",4078106093330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,40,16,SD,NA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,text quote (ripple)@,mean of 7 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078107093330000""",4078107093330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,CA1:SP,0,,,,,,,,,,,,,,,,,,9.146341463,,,1,increase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,text quote (SPW ratio)@,mean of 7 juxtacellularly recorded cells assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078108093330000""",4078108093330000
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.268679653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,Fig 1D (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078109093310104""",4078109093310104
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.350170792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,Fig 1D (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078109093310107""",4078109093310107
CA1 (i)2232 Basket,4078,S110704,Perisomatic-targeting:Basket:CA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.192649212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Varga C, Golshani P, Soltesz I",Frequency-invariant temporal ordering of interneuronal discharges during hippocampal oscillations in awake mice,PNAS,2012,23010933,0,Fig 1D (run/stop ratio)@,1 juxtacellularly recorded cell assigned to 1 Hippocampome type,juxtacellular,mice,C57BL/6,unknown sex,2-3 m old,adult,head-fixed awake,read from text,unable to discern which of the 7 measurements corresponds to the provided reconstruction in Fig 1E,mJAU2,11,"""4078109093310108""",4078109093310108
